,점포명,위도,경도,OFC,일매출
1432,GS25갈마스타점,36.3482436,127.3754343,한주환,1983016
1433,GS25대전스카이점,36.3498378,127.3653999,한주환,2054966
1434,GS25갈마푸른점,36.3433743,127.3705783,한주환,1533870
1435,GS25월평갤러리점,36.3569929,127.3622153,한주환,1859231
1436,GS25S뉴정부청사점,36.3577205,127.3813122,한주환,1072701
1437,GS25월평타운점,36.3543613,127.3601794,한주환,1324695
1438,GS25갈마드림점,36.3501081,127.3705325,한주환,2224516
1439,GS25오수IC점,35.5598118,127.3202272,강주성,675867
1440,GS25송천광신점,35.8637943,127.1210861,강주성,697217
1441,GS25신일강변점,35.7996774,127.1114066,강주성,1359062
1442,GS25오수중앙점,35.5387116,127.3271040,강주성,948538
1443,GS25임실오수점,35.5408089,127.3262181,강주성,772269
1444,GS25전주기독병원점,35.8091004,127.1153722,강주성,1232143
1445,GS25전북임실점,35.5598118,127.3202272,강주성,881826
1446,GS25송천시티점,35.8596160,127.1139210,강주성,1218192
1447,GS25효자원룸점,35.8342366,127.1021186,강주성,1024543
1448,GS25전북도청점,35.8159366,127.1075431,강주성,2005050
1449,GS25전주풍림점,35.8076428,127.1071412,강주성,1005834
1450,GS25임실관촌점,35.6729321,127.2696614,강주성,1246070
1451,GS25삼천스타점,35.7990578,127.1140822,강주성,1828879
1452,GS25송천자이언트점,35.8659185,127.1178029,강주성,1817468
1453,GS25남원대로점,35.3975134,127.3693261,김경열,2105771
1454,GS25남원더라우점,35.3947146,127.3715728,김경열,1053079
1455,GS25도통중앙점,35.4156281,127.3965641,김경열,1788585
1456,GS25남원산내점,35.4185222,127.6226943,김경열,1049087
1457,GS25뉴남원쌍교점,35.4063905,127.3826767,김경열,1093528
1458,GS25남원노암점,35.3959089,127.3782477,김경열,1606413
1459,GS25남원해피점,35.4242735,127.4096696,김경열,1607508
1460,GS25남원IC점,35.4265628,127.4018376,김경열,1868786
1461,GS25남원시청점,35.4152121,127.3898451,김경열,1773496
1462,GS25지리산IC점,35.4621066,127.6051318,김경열,1525986
1463,GS25도통부영점,35.4189513,127.3995800,김경열,2476636
1464,GS25도통주공점,35.4177069,127.3964855,김경열,1504117
1466,GS25도통마을점,35.4146147,127.3946964,김경열,1267031
1467,GS25효천우미린점,35.7986747,127.1034357,김준호,1161139
1468,GS25장계터미널점,35.7309485,127.5814497,김준호,1954120
1469,GS25여의만남점,35.8714186,127.0809935,김준호,2087393
1470,GS25전주공단점,35.8507154,127.0937500,김준호,1492098
1471,GS25전주효자점,35.8123809,127.1073670,김준호,1697503
1472,GS25전주삼천파크점,35.8011426,127.1165682,김준호,635464
1473,GS25전주서곡점,35.8351750,127.0998249,김준호,1458918
1474,GS25장수점,37.3005707,126.8734053,김준호,1217772
1475,GS25진안본점,35.7918639,127.4289721,김준호,2174801
1476,GS25전주산업점,35.8482379,127.1035012,김준호,1452742
1477,GS25효자행복점,35.8221412,127.1013994,김준호,1127124
1478,GS25삼천그린점,35.7948898,127.1193036,김준호,1416750
1479,GS25전주슈퍼스타점,35.8119216,127.0944456,김준호,1028360
1480,GS25효자센터점,35.8064880,127.1200812,김준호,970654
1481,GS25뉴순창중앙로점,35.3745253,127.1427104,문성훈,1737382
1482,GS25뉴효자스위트점,35.8211605,127.0990257,문성훈,1397844
1483,GS25전주기전점,35.8256791,127.1017339,문성훈,1224057
1484,GS25서곡포인트점,35.8317526,127.1008427,문성훈,1009912
1485,GS25순창남계점,35.3743492,127.1454314,문성훈,706343
1486,GS25삼천라미안점,35.8088064,127.1116395,문성훈,1468239
1487,GS25효자서부점,35.8196333,127.1003139,문성훈,1695672
1488,GS25잼버리고구려허브점,35.7112066,126.5969565,문성훈,42553062
1489,GS25잼버리델타허브점,35.7112100,126.5968695,문성훈,18162662
1490,GS25전주박물관점,35.8000046,127.0923514,문성훈,2319508
1491,GS25효문여중점,35.7985136,127.1196859,문성훈,705893
1492,GS25전북순창점,35.3769900,127.1388590,문성훈,1910109
1493,GS25효자파크점,35.8178633,127.1071613,문성훈,1178432
1494,GS25전주대뉴타운점,35.8171070,127.0903919,문성훈,2729109
1495,GS25서곡미라클점,35.8321969,127.0968057,문성훈,2566108
1496,GS25순창베스트점,35.3754959,127.1479091,문성훈,2515498
1497,GS25무주카니발점,35.8892994,127.7458007,서기원,1017593
1498,GS25전주삼천점,35.7954366,127.1247117,서기원,1139998
1499,GS25효자휴먼시아점,35.8076329,127.1023448,서기원,2165831
1500,GS25무주캐슬점,36.0059310,127.6673860,서기원,1488040
1501,GS25전주비전대점,35.8077168,127.0902679,서기원,529792
1502,GS25효자사랑점,35.8285706,127.1043973,서기원,1943994
1503,GS25잼버리고려허브점,35.7112066,126.5969565,서기원,14529766
1504,GS25잼버리조선허브점,35.7112066,126.5969565,서기원,9557561
1506,GS25뉴무주카니발점,35.8892994,127.7458007,서기원,1507686
1507,GS25송천롯데점,35.8666676,127.1133824,서기원,2151882
1508,GS25전주대신정문점,35.8131732,127.0969018,서기원,1973623
1509,GS25무주구천점,35.9085797,127.7777950,서기원,1105064
1510,GS25무주덕유산점,35.8992969,127.7771311,서기원,1380336
1511,GS25전주세무서점,35.8375984,127.1014149,서기원,1478015
1512,GS25전주서호점,35.8565372,127.1189189,서기원,1447717
1513,GS25효자꽃길점,35.8254471,127.1041627,서기원,985813
1514,GS25전주쌍용점,35.8015412,127.1260348,서기원,1149149
1515,GS25삼천이안점,35.7979025,127.1266658,장수연,2172082
1516,GS25삼천포텐점,35.7966135,127.1180446,장수연,807964
1517,GS25전주남양점,35.7950083,127.1139834,장수연,1330807
1518,GS25전주우미린점,35.8259019,127.1094224,장수연,1135959
1519,GS25효자시티점,35.8246573,127.1000996,장수연,2039586
1520,GS25전주본점,35.8159317,127.1092280,장수연,3721703
1521,GS25전주대학사점,35.8181254,127.0858526,장수연,1106314
1522,GS25효자중앙점,35.8127301,127.1055117,장수연,1462023
1523,GS25효자아이린점,35.8056569,127.0977929,장수연,1182414
1524,GS25기전여고점,35.8273486,127.1003731,장수연,1274105
1525,GS25효자한강점,35.8021720,127.1142242,장수연,937714
1526,GS25전주막걸리로점,35.7973117,127.1225286,장수연,1066222
1527,GS25삼천주민센터점,35.7966304,127.1146428,장수연,1986276
1528,GS25삼천호반점,35.7979372,127.1117658,장수연,2311466
1529,GS25반월오네뜨점,35.8729617,127.0720175,조지수,2032107
1530,GS25만성퍼스트점,35.8444546,127.0776962,조지수,1053317
1531,GS25전주농수산점,35.8680220,127.1190795,조지수,1760604
1532,GS25전주제1공단점,35.8622066,127.1014335,조지수,1732728
1533,GS25만성골드점,35.8472370,127.0780105,조지수,1066700
1534,GS25뉴전주탄소점,35.8554335,127.0867632,조지수,1325670
1535,GS25전주만성점,35.8432308,127.0767985,조지수,848829
1536,GS25전주IC점,35.8743125,127.0613277,조지수,1425107
1537,GS25나노중앙점,35.8629251,127.0853727,조지수,1144761
1538,GS25팔복그린점,35.8532271,127.1051866,조지수,1200139
1539,GS25전주반월점,35.8752990,127.0719911,조지수,1786832
1540,GS25팔복공단점,35.8614747,127.0886523,조지수,1051061
1541,GS25전주서부로점,35.8525295,127.0772518,조지수,1635470
1542,GS25전주대기만성점,35.8392876,127.0772851,조지수,1097348
1543,GS25자이스타점,37.5404378,127.1479795,김충필,1624117
1544,GS25본촌리채점,35.2138255,126.8781992,김충필,1901468
1545,GS25계림그랜드점,35.1571374,126.9174548,김충필,1174631
1546,GS25광주금교점,35.1436084,126.9157224,김충필,1500942
1547,GS25계림두산위브점,35.1577230,126.9226986,김충필,1326123
1548,GS25계림타운점,35.1627987,126.9183771,김충필,1587711
1549,GS25곡성중앙점,35.2792708,127.2935599,김충필,1158328
1550,GS25곡성옥과점,35.2746245,127.1329951,김충필,1603993
1551,GS25산수광명점,35.1563626,126.9377156,김충필,1210304
1552,GS25곡성에코점,35.2762894,127.1410750,김충필,1205696
1553,GS25계림새롬점,35.1598619,126.9153977,김충필,1181756
1554,GS25곡성IC점,35.2271566,127.2274685,김충필,1928233
1555,GS25광주본촌점,35.2152585,126.8828809,김충필,1370726
1556,GS25본촌타운점,35.2159236,126.8777420,김충필,1389219
1557,GS25양산GS점,35.2106768,126.8828032,김혜리,1101557
1558,GS25광주대중점,35.1528908,126.9165215,김혜리,1448924
1559,GS25광주동명점,35.1524990,126.9244496,김혜리,1286539
1560,GS25일곡롯데점,35.2121011,126.8974448,김혜리,936359
1561,GS25광주장동점,35.1482172,126.9243518,김혜리,1374428
1562,GS25일곡대우점,35.2059538,126.8944699,김혜리,948751
1563,GS25계림금호점,35.1639905,126.9205598,김혜리,1465057
1565,GS25금남센텀시티점,35.1486969,126.9179095,김혜리,1210601
1566,GS25학동중앙점,35.1409828,126.9199174,김혜리,701911
1567,GS25조대공대점,35.1411250,126.9241679,김혜리,780370
1568,GS25조대후문점,35.1452673,126.9287783,김혜리,1481237
1569,GS25충장아트점,35.1498534,126.9146501,김혜리,1714598
1570,GS25일곡오아시스점,35.2102691,126.8920979,김혜리,1306358
1571,GS25신용주공점,35.2098230,126.8591064,김혜리,1482430
1572,GS25광주양산유탑점,35.2090726,126.8746304,나송현,1585623
1573,GS25연제주공점,35.2030261,126.8705955,나송현,1093404
1574,GS25일곡병원점,35.2031316,126.8974468,나송현,1676581
1575,GS25용산지구점,35.1191988,126.9242960,나송현,1203590
1576,GS25화순중앙점,35.0620936,126.9900361,나송현,1691070
1577,GS25화순능주점,34.9921277,126.9577073,나송현,1661982
1578,GS25광주지산점,35.1475112,126.9357599,나송현,819488
1579,GS25연제새한점,35.1996650,126.8696790,나송현,1932432
1580,GS25학동주공점,35.1317243,126.9270795,나송현,1402998
1581,GS25대의아카데미점,35.1502293,126.9207581,나송현,1087999
1582,GS25소녀감성점,35.1456409,126.9189763,나송현,1528105
1583,GS25R광주4점,35.1574221,126.9184986,나송현,1416543
1584,GS25조대제일점,35.1485153,126.9289562,박재범,1604012
1585,GS25동명센트럴점,35.1539261,126.9202439,박재범,1556534
1586,GS25곡성압록점,35.1954968,127.3749763,박재범,964179
1587,GS25곡성오곡점,35.2714824,127.3151596,박재범,1015301
1588,GS25곡성읍내점,35.2831664,127.2911145,박재범,1739212
1589,GS25계림아이파크점,35.1626253,126.9268536,박재범,1239122
1590,GS25소태모아점,35.1269498,126.9359410,박재범,904273
1591,GS25곡성금호점,35.3054933,127.1883506,박재범,1498721
1592,GS25구례중앙점,35.2061630,127.4646330,박재범,1981493
1593,GS25구례병원점,35.2152619,127.4640442,박재범,2481951
1594,GS25광주소태점,35.1241172,126.9347728,박재범,1798327
1595,GS25광주호반점,35.0994997,126.9391880,박재범,1525756
1596,GS25두암타운점,35.1610285,126.9354003,박재범,1446950
1597,GS25구례봉동점,35.2098445,127.4727237,박재범,1493953
1598,GS25광주GS점,35.1451041,126.9171867,양환준,2573786
1599,GS25화순산이고운점,35.0528951,126.9818130,양환준,1271854
1600,GS25조대정문점,35.1450388,126.9250639,양환준,1483796
1601,GS25화순사랑점,35.0600469,126.9922416,양환준,2035108
1602,GS25뉴광주신용점,35.2064434,126.8620993,양환준,1552154
1603,GS25계림푸른길점,35.1582531,126.9252134,양환준,1157841
1604,GS25학동사랑점,35.1321122,126.9319629,양환준,1808836
1605,GS25화순센터점,35.0619585,126.9922664,양환준,1048469
1606,GS25화순칠충로점,35.0593331,126.9797761,양환준,1519755
1607,GS25화순공간점,35.0673409,126.9856918,양환준,2052619
1608,GS25산수희망점,35.1532719,126.9331737,양환준,1263389
1609,GS25금동중앙점,35.1416933,126.9181968,양환준,1855719
1610,GS25화순광덕점,35.0558469,126.9903149,양환준,1705899
1611,GS25화순대광점,35.0545810,126.9770364,양환준,2991640
1612,GS25광주금남로점,35.1516528,126.9134915,정영로,1838591
1613,GS25첨단마을점,35.2096666,126.8649119,정영로,1377417
1614,GS25담양매화점,35.2984962,126.9990825,정영로,991740
1615,GS25양산점,37.5264248,126.8885754,정영로,1818025
1616,GS25첨단공단점,35.2312796,126.8587605,정영로,2558340
1617,GS25첨단진아점,35.2192143,126.8752230,정영로,1505907
1618,GS25광주GIST점,35.2274430,126.8416130,정영로,2033131
1619,GS25광주GIST2호점,35.2274430,126.8416130,정영로,1293837
1620,GS25첨단이안점,35.2186967,126.8779835,정영로,2010618
1621,GS25담양백동점,35.3080224,126.9861243,정영로,1699101
1622,GS25양산연양로점,35.2067765,126.8750886,정영로,784873
1623,GS25신용센터점,35.2095873,126.8682469,정영로,758959
1624,GS25빛고을병원점,35.2100309,126.8728968,정영로,1595234
1625,GS25전남도립대점,35.3273987,126.9884314,정영로,1509208
1626,GS25연제힐스테이트점,35.1947921,126.8709260,정홍균,1756840
1627,GS25담양수북점,35.3019828,126.9303888,정홍균,1502097
1628,GS25양산중앙점,35.2082116,126.8795772,정홍균,1493147
1629,GS25뉴첨단점,35.2197918,126.8530667,정홍균,2188221
1630,GS25화순동면점,35.0266598,127.0171489,정홍균,1858654
1631,GS25광주양산점,35.2111773,126.8787510,정홍균,1558818
1632,GS25양산원룸점,35.2101208,126.8782780,정홍균,1398132
1633,GS25담양터미널점,35.3150187,126.9837153,정홍균,1775702
1634,GS25일곡청솔점,35.2105077,126.8986875,정홍균,2731848
1635,GS25양산우미점,35.2107507,126.8760831,정홍균,1183062
1636,GS25양산호수점,35.2046565,126.8724684,정홍균,2053392
1637,GS25일곡금호점,35.2085876,126.8977924,정홍균,1792966
1638,GS25담양센터점,35.3186636,126.9827241,정홍균,1428321
1639,GS25일곡사랑점,35.2074167,126.8973838,정홍균,2231525
1640,GS25둔포백남점,36.9180504,127.0417397,권오규,1601731
1641,GS25아산테크노점,36.9047510,127.0614228,권오규,3044495
1642,GS25둔포공단점,36.9018131,127.0221235,권오규,1665420
1643,GS25뉴탕정행복점,36.7811521,127.0860314,권오규,2313028
1644,GS25둔포빌리지점,36.8986591,127.0348861,권오규,1618270
1645,GS25아산삼성점,36.8207130,127.0574799,권오규,1318260
1646,GS25둔포푸른점,36.9306664,127.0384958,권오규,1609177
1647,GS25아산펜타점,36.7977989,127.1049258,권오규,1826943
1648,GS25아산트라점,36.7981131,127.0580270,권오규,2527390
1649,GS25아산둔포고점,36.9312642,127.0416874,권오규,1812773
1650,GS25둔포이지더원점,36.9238807,127.0540369,권오규,2784080
1651,GS25아산엔시티점,36.7871796,127.1050427,권오규,1848097
1652,GS25아산용연점,36.7920506,127.0900868,권오규,1634269
1653,GS25아산더원점,36.9262027,127.0543719,권오규,3767205
1654,GS25천안불당점,36.8100556,127.1097517,김가빈,2426731
1655,GS25불당타운점,36.8041642,127.1087093,김가빈,1437957
1656,GS25불당명품점,36.8116776,127.1099093,김가빈,2820823
1657,GS25아산모산점,36.7752201,127.0594252,김가빈,1118947
1658,GS25탕정지웰점,36.7868746,127.0856907,김가빈,2417811
1659,GS25탕정지웰시티점,36.7874522,127.0871055,김가빈,1333782
1660,GS25배방토마토점,36.7726320,127.0578719,김가빈,1645411
1661,GS25탕정브라운스톤점,36.7946976,127.0487109,김가빈,773075
1662,GS25설화고점,36.7886069,127.0922554,김가빈,1589099
1663,GS25불당갤러리점,36.7999608,127.1065054,김가빈,1104644
1664,GS25불당베스트점,36.8146163,127.1077460,김가빈,1555090
1665,GS25불당중앙점,36.8052877,127.1048204,김가빈,1153079
1666,GS25배방리치점,36.7729832,127.0617579,김가빈,2052114
1667,GS25아산월천점,36.7698111,127.0730063,엄정현,2796264
1668,GS25산동센터점,36.8499344,127.0994714,엄정현,1127577
1669,GS25아산음봉스타점,36.8373476,127.0855311,엄정현,3374699
1670,GS25아산유원대점,36.8504408,127.0620034,엄정현,1336302
1671,GS25아산음봉점,36.8380441,127.0739029,엄정현,1246178
1672,GS25온천스파점,36.8532171,126.9824431,엄정현,2419159
1673,GS25음봉로드점,36.8455712,127.0472482,엄정현,2757015
1674,GS25마정공단점,36.8528453,127.1074061,엄정현,2088236
1675,GS25음봉포스코점,36.8415921,127.0680413,엄정현,1414973
1676,GS25불당호반점,36.8066238,127.1048030,엄정현,1763623
1677,GS25아산연암율금점,36.8832524,127.0796033,엄정현,730136
1678,GS25불당트로피점,36.8104892,127.1111972,엄정현,1712061
1679,GS25불당아리스타점,36.8200273,127.1101562,엄정현,2853877
1680,GS25배방로얄점,36.7725785,127.0692794,이승현,1675588
1681,GS25배방럭키점,36.7673868,127.0853475,이승현,2296756
1682,GS25아산하이츠점,36.7739585,127.0758896,이승현,1189851
1683,GS25아산동산점,36.8217465,127.0861347,이승현,2034948
1684,GS25배방신라점,36.7816710,127.0934756,이승현,1205264
1685,GS25탕정시티점,36.7963747,127.0533971,이승현,869779
1686,GS25아산더리브점,36.7864927,127.1002305,이승현,1769786
1687,GS25둔포관대점,36.9046973,127.0336533,이승현,1406239
1688,GS25둔포센트럴점,36.9274505,127.0376073,이승현,2334251
1689,GS25뉴호서대후문점,36.7403218,127.0728489,이승현,1614167
1690,GS25부곡공단점,36.9461477,126.7853646,이승현,2631007
1691,GS25배방행복점,36.7709360,127.0820526,이승현,1417909
1692,GS25배방해피점,36.7730746,127.0711683,이승현,1480177
1693,GS25배방북수점,36.7713799,127.0669629,이승현,2733810
1694,GS25배방공수점,36.7741706,127.0550796,이승현,1605177
1695,GS25아산희망로점,36.7891907,127.1034508,이승현,1244219
1696,GS25불당마음점,36.8235473,127.1036589,전현석,1964718
1697,GS25탕정중앙점,36.7822209,127.0828352,전현석,808961
1698,GS25탕정호반점,36.7952053,127.0678823,전현석,2084956
1699,GS25테크노호수점,36.9268341,127.0578525,전현석,1189815
1700,GS25불당신도시점,36.8174319,127.1063086,전현석,1360689
1701,GS25불당센터점,36.8093738,127.1042538,전현석,2299055
1702,GS25백석센터점,36.8286807,127.1234061,전현석,1150094
1703,GS25불당우미린점,36.8154194,127.1026977,전현석,1681172
1704,GS25천안에이스점,36.8238129,127.1116245,전현석,844156
1705,GS25천안운동장점,36.8218414,127.1156976,전현석,1127625
1706,GS25둔포프라자점,36.9207445,127.0570029,전현석,3389746
1707,GS25백석사랑점,36.8304320,127.1178065,전현석,1992319
1708,GS25불당프라자점,36.8019065,127.1046963,전현석,1611021
1709,GS25불당한성점,36.8029079,127.1135139,조세연,1859244
1710,GS25뉴불당펜타포트점,36.7999912,127.1017284,조세연,1466219
1711,GS25불당푸름점,36.8147091,127.1059647,조세연,1384037
1712,GS25불당문화점,36.8094237,127.1020398,조세연,775937
1713,GS25불당센트럴점,36.8102103,127.1085249,조세연,1376074
1714,GS25불당희망점,36.7956763,127.1005793,조세연,1692556
1715,GS25불당으뜸점,36.8110335,127.1035968,조세연,1795960
1716,GS25백석아이파크점,36.8325992,127.1241308,조세연,1462153
1717,GS25불당뉴타운점,36.8224081,127.1069011,조세연,1265504
1718,GS25불당미래점,36.8114635,127.1066980,조세연,3409139
1719,GS25백석원룸점,36.8227340,127.1264487,조세연,1568747
1720,GS25불당이안점,36.8192730,127.1027818,조세연,1417344
1721,GS25불당골드점,36.8183049,127.1087852,조세연,1569470
1722,GS25아산송용점,36.9215971,127.0318704,최준환,2334159
1723,GS25아산탕정점,36.8090574,127.0764803,최준환,1511269
1724,GS25아산비발디점,36.7706057,127.0648715,최준환,2326953
1725,GS25탕정프라디움점,36.7824802,127.0903124,최준환,1567415
1726,GS25배방아이유쉘점,36.7713125,127.0468220,최준환,1044082
1727,GS25호서대후생관점,36.7363588,127.0750254,최준환,1278666
1728,GS25호서대자연과학관점,36.7363588,127.0750254,최준환,532339
1729,GS25호서대강석규관점,36.7363588,127.0750254,최준환,1816542
1730,GS25아산한들물빛점,36.7856852,127.0837157,최준환,1126405
1731,GS25배방한성점,36.7709306,127.0511720,최준환,1535045
1732,GS25호서대사랑점,36.7390013,127.0769689,최준환,1027089
1733,GS25배방더샵점,36.7753842,127.0781250,최준환,1424822
1734,GS25아산갈산점,36.8019450,127.0673353,최준환,3384401
1735,GS25배방스마트점,36.7746897,127.0526532,최준환,2027101
1736,GS25아산행복점,36.7894285,127.0987617,최준환,1223621
1737,GS25아산한성점,36.7733252,127.0485925,최준환,1554308
1738,GS25논산폴리텍점,36.1458181,127.0217311,노해근,841363
1739,GS25논산수린나점,36.2106937,127.0950581,노해근,1250945
1740,GS25갑천트리풀점,36.3209726,127.3496472,노해근,1787179
1741,GS25원내드림점,36.3021451,127.3188239,노해근,2108865
1742,GS25원내중앙점,36.2989843,127.3181408,노해근,1652889
1743,GS25논산강경점,36.1604875,127.0121694,노해근,1817183
1744,GS25논산퍼스트점,36.1899100,127.0966463,노해근,1161494
1745,GS25논산빌리지점,36.1918355,127.0904867,노해근,1368143
1746,GS25논산역점,36.2074176,127.0920283,노해근,1584238
1747,GS25논산행복점,36.2018700,127.0902799,노해근,1630338
1748,GS25강경중앙점,36.1575839,127.0165934,노해근,1144150
1749,GS25논산송림점,36.1908388,127.1015376,노해근,948888
1750,GS25논산휴먼시아점,36.1797984,127.1023683,노해근,1943995
1751,GS25도안자연점,36.3445576,127.3415612,백선장,1414164
1752,GS25계룡허브점,36.2864519,127.2412377,백선장,1934743
1753,GS25계룡금암점,36.2745019,127.2546803,백선장,1261332
1754,GS25뉴계룡삼진점,36.2822441,127.2378642,백선장,2296438
1755,GS25계룡엄사점,36.2898857,127.2420442,백선장,2891514
1756,GS25계룡대실와노점,36.2628063,127.2540876,백선장,1276044
1757,GS25계룡파라디아점,36.2846110,127.2329239,백선장,1408859
1758,GS25계룡비발디점,36.2656503,127.2584782,백선장,1379596
1759,GS25계룡우림점,36.2711057,127.2490097,백선장,1597799
1760,GS25구암초롱점,36.3513048,127.3297828,백선장,1884634
1761,GS25계룡공단점,36.2599916,127.2783626,백선장,1896640
1762,GS25G유성온천점,36.3520353,127.3404039,백선장,421302
1763,GS25계룡대타운점,36.2957837,127.2446184,백선장,2404118
1764,GS25건양대점,36.1805227,127.1113823,신은하,998705
1765,GS25엔터팰리스점,36.3575977,127.3424392,신은하,1339812
1766,GS25논산대로점,36.2132082,127.1422083,신은하,1206199
1767,GS25연산로드점,36.2375300,127.2277589,신은하,1367523
1768,GS25유성좋은하루점,36.3549964,127.3497091,신은하,1405151
1769,GS25건양대학사점,36.1816314,127.1135976,신은하,1563233
1770,GS25도안6단지점,36.3472650,127.3438468,신은하,1076504
1771,GS25연산신애점,36.2080756,127.2183191,신은하,1034188
1772,GS25유성중앙점,36.3581352,127.3492693,신은하,1345084
1773,GS25도안상대점,36.3462444,127.3391580,신은하,1504397
1774,GS25봉명스카이점,36.3588735,127.3482793,신은하,1441592
1775,GS25도안11단지점,36.3400254,127.3439394,신은하,1085922
1776,GS25논산솔향기점,36.1252252,127.1284686,신은하,2609922
1777,GS25논산노성점,36.2768172,127.1309846,신은하,1727354
1778,GS25대전코젤점,36.3008979,127.3266814,안상훈,2218145
1779,GS25대전대정점,36.3143485,127.3211024,안상훈,2141488
1780,GS25원신흥빌리지점,36.3385333,127.3473192,안상훈,1170200
1781,GS25도안파크스타점,36.3363338,127.3301724,안상훈,1438398
1782,GS25도안파크투점,36.3374638,127.3322672,안상훈,1163624
1783,GS25대전원내점,36.2980533,127.3200157,안상훈,1638098
1784,GS25도안힐스테이트점,36.3317463,127.3324388,안상훈,1324160
1785,GS25목원대원룸점,36.3304980,127.3360737,안상훈,1980611
1786,GS25유성드림점,36.3590688,127.3445542,안상훈,1387272
1788,GS25원신흥점,36.3350157,127.3371086,안상훈,2213356
1789,GS25원신흥타운점,36.3362336,127.3386576,안상훈,1864926
1790,GS25대전메이드점,36.3049975,127.3177266,안상훈,1355404
1791,GS25대전어울림점,36.3330554,127.3410626,안상훈,1396399
1792,GS25한진오피스점,36.3566818,127.3417738,유정환,1491747
1793,GS25대전미라클점,36.3541410,127.3430218,유정환,2111714
1794,GS25유성파크점,36.3548034,127.3443341,유정환,1792915
1795,GS25뉴유성로망스점,36.3542870,127.3449016,유정환,2244955
1796,GS25논산해월점,36.2058845,127.0882750,유정환,684729
1797,GS25도안한라점,36.3299701,127.3427784,유정환,1578568
1798,GS25논산부국점,36.1996045,127.0889726,유정환,646802
1799,GS25논산호월로점,36.3144949,127.1304962,유정환,1142613
1801,GS25논산시민점,36.1871476,127.1018189,유정환,2075939
1802,GS25논산스타점,36.1909332,127.0983845,유정환,1131821
1803,GS25목원대스타점,36.3309840,127.3417957,유정환,1197698
1804,GS25유성마젤란점,36.3581073,127.3446264,유정환,3092735
1805,GS25목원대사랑점,36.3304213,127.3398078,유정환,2471168
1806,GS25구암미르점,36.3513860,127.3364603,이유진,1186286
1807,GS25대전유성점,36.3551015,127.3395445,이유진,1737128
1808,GS25봉명투유점,36.3585119,127.3504184,이유진,1432636
1809,GS25대전현충로점,36.3591341,127.3084744,이유진,93304
1810,GS25유성컨벤션점,36.3562938,127.3511420,이유진,1688177
1811,GS25봉명프라자점,36.3578541,127.3518937,이유진,1633762
1812,GS25유성대온장점,36.3557819,127.3418064,이유진,1126982
1813,GS25S유성온천역점,36.3536658,127.3415810,이유진,1077058
1814,GS25대전은혜점,36.3553039,127.3353140,이유진,1403250
1815,GS25유성자이점,36.3551434,127.3374049,이유진,1131424
1816,GS25유성레자미점,36.3538883,127.3400692,이유진,1593186
1817,GS25대전구암점,36.3536156,127.3329913,이유진,2053828
1818,GS25유성모란점,36.3510719,127.3335325,이유진,1426084
1819,GS25유성스카이점,36.3581421,127.3426586,이유진,1208534
1820,GS25논산중앙점,36.2031188,127.0890252,최영원,1616672
1821,GS25논산주공점,36.1799033,127.1043629,최영원,1097924
1822,GS25취암리슈빌점,36.2002658,127.0927910,최영원,2807957
1823,GS25논산내동점,36.1853047,127.1008523,최영원,2588254
1824,GS25논산은진로드점,36.1508775,127.1022567,최영원,1054651
1825,GS25논산두월점,36.1667249,127.1362704,최영원,809461
1826,GS25대전교촌점,36.3015832,127.3149790,최영원,1234773
1827,GS25논산공설점,36.1933895,127.1020429,최영원,1536235
1828,GS25논산은솔점,36.1957656,127.0868211,최영원,1972651
1829,GS25논산취암점,36.1943380,127.0904629,최영원,741856
1830,GS25연무중앙점,36.1343195,127.1014333,최영원,1550471
1831,GS25도안아이파크점,36.3232748,127.3455793,최영원,1669877
1832,GS25논산가야곡점,36.1339488,127.1587022,최영원,1349484
1833,GS25논산강산점,36.1923632,127.0892798,최영원,1675647
1834,GS25전주교대점,35.8100843,127.1534523,김춘식,1725015
1835,GS25부안변산점,35.6641468,126.5279609,김춘식,1232489
1836,GS25부안미소점,35.7221854,126.7348898,김춘식,1331684
1837,GS25전주백제로점,35.8136507,127.1234270,김춘식,1865532
1838,GS25부안성모점,35.7251375,126.7339506,김춘식,1291669
1839,GS25전주중산점,35.8208587,127.1188783,김춘식,1406344
1840,GS25전주동아현대점,35.7929681,127.1304229,김춘식,1968952
1841,GS25평화현대점,35.7939445,127.1280148,김춘식,1007327
1842,GS25부안군청점,35.7310583,126.7325638,김춘식,921582
1843,GS25부안채석강점,35.6249216,126.4718984,김춘식,1298803
1844,GS25전주평화로점,35.7830011,127.1331841,김춘식,1376845
1845,GS25우석한방병원점,35.8167975,127.1288103,김춘식,774394
1846,GS25전주영화로점,35.8213732,127.1447917,김춘식,1249457
1847,GS25전주탑클래스점,35.7830140,127.1292000,김춘식,1332418
1848,GS25평화엠코점,35.7890135,127.1190028,안제민,1577488
1849,GS25고창터미널점,35.4353710,126.6967314,안제민,1926211
1850,GS25고창삼일점,35.4284695,126.6949090,안제민,1378976
1851,GS25남고창IC점,35.4241395,126.6925397,안제민,663052
1852,GS25고창심원점,35.5398128,126.5708803,안제민,755434
1853,GS25고창선운사점,35.4913271,126.5755835,안제민,374826
1854,GS25선운산리조트점,35.5037267,126.5849777,안제민,916796
1855,GS25전주트윈팰리스점,35.8222618,127.1442114,안제민,741138
1856,GS25평화일성점,35.7950396,127.1365910,안제민,1387167
